asin,categories,title,group,salesrank,similar_count,similar_asins,reviews_total,reviews_avg_rating,has_image,image_filename
6305350221,"['|[139452]|DVD[130]|Genres[404276]|Science Fiction & Fantasy[163431]|Sci-Fi Action[163432]', '|[139452]|DVD[130]|Genres[404276]|Science Fiction & Fantasy[163431]|General[163442]', '|[139452]|DVD[130]|Genres[404276]|Science Fiction & Fantasy[163431]|Classic Sci-Fi[292650]', '|[139452]|DVD[130]|Genres[404276]|Kids & Family[163414]|10-12 Years[300305]', '|[139452]|DVD[130]|Genres[404276]|Kids & Family[163414]|Adapted from Books[300407]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Barry, Gene[412016]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Birch, Paul[413104]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Brandon, Henry[414124]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( C )[416120]|Cornthwaite, Robert[418730]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( F )[422476]|Frees, Paul[423942]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( G )[424172]|Giglio, Sandro[424928]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( H )[426368]|Hardwicke, Cedric[426872]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( K )[430468]|Kruschen, Jack[432026]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( R )[442578]|Robinson, Ann[443906]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( T )[448792]|Tremayne, Les[450030]', '|[139452]|DVD[130]|Directors[403502]|( H )[403504]|Haskin, Byron[457660]', '|[139452]|DVD[130]|Genres[404276]|Horror[163396]|Classic Horror & Monsters[512088]|Aliens[512090]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Deals Under $15[565160]"", '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( W )[579556]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $15[734042]', '|[139452]|DVD[130]|Genres[404276]|Science Fiction & Fantasy[163431]|Alien Invasion[735730]', '|[139452]|DVD[130]|Genres[404276]|Science Fiction & Fantasy[163431]|Aliens[735736]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Paramount Home Entertainment[3234061]|All Paramount[3234081]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Paramount Home Entertainment[3234061]|Classics[3234111]']",The War of the Worlds,DVD,5117,5,B00005JKFR|B00004RF9B|0790747324|B00005NG6A|B000067FP3,126,4,True,6305350221.jpg
B00000JQU9,"['|[139452]|DVD[130]|Genres[404276]|Drama[163379]|General[163390]', '|[139452]|DVD[130]|Genres[404276]|Musicals & Performing Arts[508528]|General[163425]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Bacon, Irving[411364]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Bickford, Charles[413014]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Blake, Amanda[413270]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( C )[416120]|Carson, Jack[416782]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( F )[422476]|Ferguson, Frank[422866]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( G )[424172]|Garland, Judy[424460]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( K )[430468]|Kulky, Henry[432054]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( M )[434574]|Marlow, Lucy[435384]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( M )[434574]|Mason, James[435694]', ""|[139452]|DVD[130]|Actors & Actresses[404278]|( O )[439610]|O'Malley, Pat[439984]"", '|[139452]|DVD[130]|Directors[403502]|( C )[455278]|Cukor, George[455936]', '|[139452]|DVD[130]|Genres[404276]|Musicals & Performing Arts[508528]|Musicals[163428]|General[524758]', '|[139452]|DVD[130]|Genres[404276]|Musicals & Performing Arts[508528]|Musicals[163428]|Classics[524760]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Deals Under $20[565162]"", '|[139452]|DVD[130]|Genres[404276]|Drama[163379]|Love & Romance[163394]|Marriage[572116]', '|[139452]|DVD[130]|Genres[404276]|Musicals & Performing Arts[508528]|Musicals[163428]|Drama[577344]', '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( S )[579548]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Warner Home Video[515794]|Musicals & Performing Arts[600324]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Warner Home Video[515794]|All Titles[600330]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Warner Home Video[515794]|Classics[600334]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $20[734044]']",A Star Is Born,DVD,5911,5,B00005JKGZ|B00005U8QP|B0002OXVDW|B0001AW106|B0007939MU,70,4.5,True,B00000JQU9.jpg
B000053GTJ,"['|[139452]|DVD[130]|Genres[404276]|Music Video & Concerts[163420]|General[163427]', '|[139452]|DVD[130]|Genres[404276]|Music Video & Concerts[163420]|Concerts[163422]|General[511438]', '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( L )[579534]', '|[139452]|DVD[130]|Genres[404276]|Musicals & Performing Arts[508528]|Classical[163421]|General[769060]', '|[139452]|DVD[130]|Genres[404276]|Musicals & Performing Arts[508528]|Classical[163421]|Opera[511476]|General[769076]']",Live Concert from the Semper Opera Dresden,DVD,58375,0,,1,3,True,B000053GTJ.jpg
B000053GT5,"['|[139452]|DVD[130]|Genres[404276]|Music Video & Concerts[163420]|General[163427]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( N )[438726]|Nelson, Ricky[439028]', '|[139452]|DVD[130]|Genres[404276]|Music Video & Concerts[163420]|Pop[163429]|General[510316]', '|[139452]|DVD[130]|Genres[404276]|Musicals & Performing Arts[508528]|Documentary[511448]', '|[139452]|DVD[130]|Genres[404276]|Music Video & Concerts[163420]|Rock & Roll[163430]|General[557252]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Deals Under $15[565160]"", '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( T )[579550]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $15[734042]', '|[139452]|DVD[130]|Specialty Stores[498862]|Independently Distributed[901596]|Music Video & Concerts[901608]']",A Tribute to Ricky Nelson,DVD,33696,5,B0000A02WY|B0002VGTBQ|B00007ELE1|B0002O76LK|B0002NRRVK,1,5,True,B000053GT5.jpg
B000053GT1,"['|[139452]|DVD[130]|Genres[404276]|Special Interests[163448]|General[284670]', '|[139452]|DVD[130]|Genres[404276]|Sports[467970]|General[284688]', '|[139452]|DVD[130]|Genres[404276]|Sports[467970]|Bicycling[494020]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Deals Under $15[565160]"", '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( K )[579532]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $15[734042]']",Kamikaze: Extreme Mountain Biking,DVD,14983,1,B00005LMAE,1,3,True,B000053GT1.jpg
1559409061,"['|[139452]|DVD[130]|Genres[404276]|Action & Adventure[163296]|General[163306]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Bradshaw, Carl[414042]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( C )[416120]|Cliff, Jimmy[418010]', '|[139452]|DVD[130]|Genres[404276]|Music Video & Concerts[163420]|Other Music[511484]|Reggae[511430]', '|[139452]|DVD[130]|Genres[404276]|Music Video & Concerts[163420]|World Music[513200]', '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( H )[579526]', '|[139452]|DVD[130]|Genres[404276]|Mystery & Suspense[512030]|Crime[541980]|General[595058]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Criterion Collection[285082]|Music Video[12957821]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Criterion Collection[285082]|Action[12957831]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Criterion Collection[285082]|All[12957861]']",The Harder They Come - Criterion Collection,DVD,9275,5,6305789797|B00009MECG|B00009MECB|B00009MECE|6305796203,37,4.5,True,1559409061.jpg
B000085EFE,"['|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|General[163371]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( A )[409682]|Allen, Robert[410236]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Bellamy, Ralph[412528]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( C )[416120]|Clement, Dora[417980]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( C )[416120]|Compton, Joyce[418380]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( D )[419544]|Dale, Esther[419604]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( D )[419544]|Dunne, Irene[421564]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( G )[424172]|Grant, Cary[425674]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( W )[451116]|Warwick, Robert[451644]', '|[139452]|DVD[130]|Directors[403502]|( M )[459370]|Mccarey, Leo[459732]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|Classic Comedies[523936]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|Romantic Comedies[163375]|General[541476]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Sony Pictures Home Entertainment[516494]|All Sony Pictures Titles[573628]', '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( A )[579512]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $20[734044]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|Screwball Comedy[882784]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|Comedy Stars[899692]|Cary Grant[899712]']",The Awful Truth,DVD,4891,5,B0001WTWS8|B00008ZZ7B|B00006RCLG|B00004RF97|B0000DD780,46,4.5,True,B000085EFE.jpg
B000085EFG,"['|[139452]|DVD[130]|Genres[404276]|Action & Adventure[163296]|General[163306]', '|[139452]|DVD[130]|Genres[404276]|Action & Adventure[163296]|By Theme[291421]|Love[291445]', '|[139452]|DVD[130]|Genres[404276]|Action & Adventure[163296]|By Theme[291421]|Sports[291459]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( G )[424172]|Grey, Jennifer[425952]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( H )[426368]|Higgins, Michael[427944]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( M )[434574]|Malloy, Matt[435012]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( M )[434574]|Miller, Rebecca[437384]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( M )[434574]|Modine, Matthew[437678]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( P )[440340]|Palillo, Ron[440454]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( R )[442578]|Rebhorn, James[442962]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( R )[442578]|Robertson, Cliff[443862]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( T )[448792]|Thompson, Jack[449430]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( V )[450514]|Vaughn, Ned[450714]', '|[139452]|DVD[130]|Directors[403502]|( B )[454404]|Ballard, Carroll[454462]', '|[139452]|DVD[130]|Genres[404276]|Art House & International[163313]|By Country[284926]|Japan[284933]|General[503202]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Deals Under $20[565162]"", '|[139452]|DVD[130]|Genres[404276]|Action & Adventure[163296]|Sea Adventure[571706]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Sony Pictures Home Entertainment[516494]|All Sony Pictures Titles[573628]', '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( W )[579556]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $20[734044]', '|[139452]|DVD[130]|Genres[404276]|Action & Adventure[163296]|By Theme[291421]|Hereos[14133641]']",Wind,DVD,2666,5,B00000IQC2|B000065V3P|B00007AJDG|B000077VPB|6305161933,78,5,True,B000085EFG.jpg
B000085EFK,"['|[139452]|DVD[130]|Genres[404276]|Action & Adventure[163296]|General[163306]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|General[163371]', '|[139452]|DVD[130]|Genres[404276]|Action & Adventure[163296]|Comic Action[290941]', '|[139452]|DVD[130]|Genres[404276]|Action & Adventure[163296]|By Theme[291421]|Odd Couples[291447]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Boyd, Lynda[413940]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( C )[416120]|Cole, Gary[418184]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( J )[429340]|Janssen, Famke[429646]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( L )[432148]|Lewis, Phill[433502]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( M )[434574]|McDowell, Malcolm[436338]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( M )[434574]|Murphy, Eddie[438598]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( S )[444858]|Shahlavi, Darren[446098]', '|[139452]|DVD[130]|Directors[403502]|( T )[462650]|Thomas, Betty[462786]', '|[139452]|DVD[130]|Genres[404276]|Action & Adventure[163296]|Espionage[463878]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Deals Under $15[565160]"", '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Sony Pictures Home Entertainment[516494]|All Sony Pictures Titles[573628]', '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( I )[579528]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $15[734042]']",I Spy,DVD,5898,5,B000069I1H|B00024JC4E|B00005JLRQ|B00003CXJ1|B00003CXWS,69,3,True,B000085EFK.jpg
B00005JKHP,"['|[139452]|DVD[130]|Genres[404276]|Science Fiction & Fantasy[163431]|General[163442]', '|[139452]|DVD[130]|Genres[404276]|Science Fiction & Fantasy[163431]|Series & Sequels[496396]|Star Trek[265164]|Feature Films[294973]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( S )[444858]|Shatner, William[446200]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Deals Under $20[565162]"", '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( S )[579548]', '|[139452]|DVD[130]|Formats[694466]|Boxed Sets[501230]|Sci-Fi & Fantasy[599834]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $20[734044]', '|[139452]|DVD[130]|Genres[404276]|Science Fiction & Fantasy[163431]|By Theme[292669]|Race Against Time[735706]', '|[139452]|DVD[130]|Genres[404276]|Science Fiction & Fantasy[163431]|Space Adventure[735732]', '|[139452]|DVD[130]|Genres[404276]|Science Fiction & Fantasy[163431]|Aliens[735736]', '|[139452]|DVD[130]|Genres[404276]|Science Fiction & Fantasy[163431]|Series & Sequels[496396]|Star Trek[265164]|General[917494]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Paramount Home Entertainment[3234061]|All Paramount[3234081]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|Paramount Home Entertainment[3234061]|Boxed Sets[3234101]']",Star Trek - The Motion Picture (The Director's Edition),DVD,2762,5,B0000683DH|B00006G8HX|B000083C49|B0000UJL96|B0000AUHOH,359,3.5,True,B00005JKHP.jpg
B00005JKHX,"['|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|General[163371]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|Satire[163376]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|By Theme[291103]|Fighting the System[291114]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|By Theme[291103]|Underdogs[291142]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|By Theme[291103]|Showbiz[291184]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Barty, Billy[412090]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Bowe, David[413876]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( D )[419544]|Drescher, Fran[421292]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( G )[424172]|Geary, Anthony[424634]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( H )[426368]|Hagler, Nik[426468]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( J )[429340]|Jackson, Victoria[429434]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( J )[429340]|James, Grant[429554]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( L )[432148]|Langdon, Sue Ane[432510]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( M )[434574]|McCarthy, Kevin[436108]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( P )[440340]|Paragon, John[440568]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( P )[440340]|Proval, David[442332]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( R )[442578]|Richards, Michael[443492]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( W )[451116]|Watanabe, Gedde[451688]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( Y )[453438]|Yankovic, Weird Al[453484]', '|[139452]|DVD[130]|Directors[403502]|( L )[458810]', '|[139452]|DVD[130]|Genres[404276]|Cult Movies[466674]|Comedy[468126]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Deals Under $15[565160]"", '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( U )[579552]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|Parody & Spoof[163378]|General[660246]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $15[734042]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|All Deals[882766]"", ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Comedy[531546]|General[882768]"", ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Comedy[531546]|Parody & Spoof[882774]"", ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Comedy[531546]|Satire[882778]"", '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Comedy[734010]|General[883698]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Comedy[734010]|Parody & Spoof[883704]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Comedy[734010]|Satire[883708]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|All Deals[883766]']",UHF,DVD,5942,5,B0000DC13R|B00004ST9H|B000095J7Q|B00000I018|B00000I02K,292,4.5,True,B00005JKHX.jpg
B00005JKH5,"['|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|General[163371]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|Satire[163376]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|By Theme[291103]|Nothing Goes Right[291125]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|Farce[291135]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|By Theme[291103]|Love & Romance[291147]|Crumbling Marriages[291148]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Buchholz, Horst[414910]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( C )[416120]|Cagney, James[416174]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( F )[422476]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( J )[429340]|John, Howard St[429958]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( P )[440340]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( T )[448792]|Tiffin, Pamela[449584]', '|[139452]|DVD[130]|Directors[403502]|( W )[463154]|Wilder, Billy[463462]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|Classic Comedies[523936]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Deals Under $15[565160]"", '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( O )[579540]', '|[139452]|DVD[130]|Specialty Stores[498862]|Studio Specials[468374]|MGM Home Entertainment[468384]|All MGM Titles[595276]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $15[734042]', '|[139452]|DVD[130]|Genres[404276]|Military & War[586156]|By Theme[909814]|Cold War[909826]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|By Theme[291103]|Comedy of Manners[14155001]']","One, Two, Three",DVD,3817,5,B00005JLJK|B0002CR04A|B0006HBV3M|B00008LDNZ|B0006H32DY,40,4.5,True,B00005JKH5.jpg
B000085EF8,"['|[139452]|DVD[130]|Genres[404276]|Kids & Family[163414]|Adapted from Books[300407]', '|[139452]|DVD[130]|Genres[404276]|Kids & Family[163414]|Classics[507990]|General[301120]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( B )[411316]|Brown, Tom[414734]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( G )[424172]|Granville, Bonita[425712]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( G )[424172]|Grapewin, Charley[425716]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( H )[426368]|Haden, Sara[426420]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( M )[434574]|Messinger, Gertrude[437088]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( M )[434574]|Miller, Ann[437318]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( S )[444858]|Shirley, Anne[446504]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( W )[451116]|Westley, Helen[452172]', '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( A )[579512]', '|[139452]|DVD[130]|Genres[404276]|Kids & Family[163414]|Family Films[595062]']",Anne of Green Gables (Classic 1934),DVD,18111,5,B00005YNTR|B00005Y7AN|B00005Y7AM|B00019PDWK|0553609416,23,3.5,True,B000085EF8.jpg
6305701202,"['|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|General[163371]', '|[139452]|DVD[130]|Genres[404276]|Comedy[163357]|Comic Criminals[291194]', '|[139452]|DVD[130]|Genres[404276]|Kids & Family[163414]|Comedy[300411]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( H )[426368]|Hamilton, Richard[426698]', '|[139452]|DVD[130]|Directors[403502]|( H )[403504]|Hendershot, Eric[457736]', '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( R )[579546]', '|[139452]|DVD[130]|Genres[404276]|Kids & Family[163414]|Family Films[595062]', '|[139452]|DVD[130]|Genres[404276]|Kids & Family[163414]|By Theme[300208]|Mischievous Children[727940]']",Robin Hood Gang,DVD,57914,5,B00008AOVJ|B0001Y4MFY|6305912548|B000067IZE|630591253X,4,4,True,6305701202.jpg
B00004TIXZ,"['|Music[5174]|Styles[301668]|Country[16]|General[63695]', '|[139452]|DVD[130]|Genres[404276]|Music Video & Concerts[163420]|General[163427]', '|[139452]|DVD[130]|Genres[404276]|Music Video & Concerts[163420]|Country[163423]|General[510308]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Deals Under $10[565158]"", '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( K )[579532]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $20[734044]']",k.d. lang - Harvest of Seven Years (Cropped and Chronicled),DVD,18382,5,B00005N5SN|B000267J10|B0000633UD|B000002LE9|B00004TLV8,9,4.5,True,B00004TIXZ.jpg
1572522178,"['|[139452]|DVD[130]|Genres[404276]|Art House & International[163313]|By Original Language[193685]|French[163326]', '|[139452]|DVD[130]|Genres[404276]|Art House & International[163313]|General[163328]', '|[139452]|DVD[130]|Genres[404276]|Art House & International[163313]|By Genre[502904]|Romance[163338]', '|[139452]|DVD[130]|Genres[404276]|Drama[163379]|General[163390]', '|[139452]|DVD[130]|Genres[404276]|Art House & International[163313]|By Genre[502904]|Gay & Lesbian[408210]', '|[139452]|DVD[130]|Genres[404276]|Drama[163379]|Gay & Lesbian[408216]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( K )[430468]|Kreikenmayer, Eric[431952]', '|[139452]|DVD[130]|Actors & Actresses[404278]|( N )[438726]|Nolot, Jacques[439394]', '|[139452]|DVD[130]|Genres[404276]|Art House & International[163313]|By Genre[502904]|Drama[502912]', '|[139452]|DVD[130]|Genres[404276]|Art House & International[163313]|By Theme[502916]|Coming of Age[502948]', '|[139452]|DVD[130]|Genres[404276]|Art House & International[163313]|By Country[284926]|France[284929]|General[503224]', '|[139452]|DVD[130]|Genres[404276]|Art House & International[163313]|By Country[284926]|France[284929]|Drama[503234]', ""|[139452]|DVD[130]|Special Features[408328]|Today's Deals in DVD[409298]|Deals Under $20[565162]"", '|[139452]|DVD[130]|Genres[404276]|Drama[163379]|By Theme[291236]|Coming of Age[572062]', '|[139452]|DVD[130]|Genres[404276]|Drama[163379]|Love & Romance[163394]|Romance[572118]', '|[139452]|DVD[130]|Special Features[408328]|Titles[579510]|( W )[579556]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|DVD Outlet[734006]|Deals Under $20[734044]', '|[139452]|DVD[130]|Genres[404276]|Drama[163379]|By Theme[291236]|School Days[740112]']",Wild Reeds,DVD,8594,5,B0002V7OCO|B0002I84JO|B00005RRJI|B0002MFG8M|B0001KNHAO,31,4.5,True,1572522178.jpg
